iter	Passed	Remaining
455	834	995
456	835	992
457	836	990
458	837	987
459	839	985
460	841	983
461	842	981
462	843	978
463	845	976
464	846	973
465	847	971
466	848	968
467	850	966
468	851	963
469	852	961
470	853	958
471	855	956
472	856	954
473	858	952
474	859	949
475	860	947
476	861	944
477	862	942
478	863	939
479	864	937
480	866	934
481	867	932
482	868	929
483	870	927
484	871	925
485	873	923
486	874	921
487	875	918
488	877	916
489	878	914
490	879	911
491	880	909
492	882	907
493	883	904
494	884	902
495	886	900
496	887	898
497	888	895
498	889	893
499	890	890
500	892	888
501	893	886
502	894	883
503	896	881
504	897	879
505	898	877
506	900	875
507	901	873
508	903	871
509	904	868
510	905	866
511	906	864
512	907	861
513	909	859
514	910	857
515	912	855
516	913	853
517	915	851
518	916	849
519	917	847
520	918	844
521	920	842
522	921	840
523	922	838
524	924	836
525	925	834
526	927	832
527	928	829
528	929	827
529	931	825
530	932	823
531	933	821
532	935	819
533	937	817
534	938	815
535	939	813
536	941	811
537	942	809
538	944	807
539	945	805
540	947	803
541	948	801
542	950	800
543	952	798
544	954	796
545	955	794
546	957	792
547	959	791
548	961	789
549	962	787
550	964	785
551	965	783
552	967	782
553	968	780
554	970	778
555	972	776
556	974	774
557	975	772
558	977	770
559	978	768
560	979	766
561	981	764
562	983	763
563	984	761
564	986	759
565	988	758
566	990	756
567	991	754
568	993	752
569	994	750
570	995	748
571	997	746
572	998	744
573	999	742
574	1001	740
575	1003	738
576	1004	736
577	1005	734
578	1007	732
579	1008	730
580	1010	728
581	1012	726
582	1013	724
583	1014	722
584	1016	721
585	1018	719
586	1019	717
587	1021	715
588	1022	713
589	1023	711
590	1025	709
591	1026	707
592	1027	705
593	1029	703
594	1030	701
595	1032	700
596	1034	698
597	1036	696
598	1037	694
599	1038	692
600	1040	690
601	1041	688
602	1042	686
603	1044	684
604	1045	682
605	1047	680
606	1048	679
607	1050	677
608	1051	675
609	1053	673
610	1054	671
611	1055	669
612	1057	667
613	1058	665
614	1060	663
615	1061	661
616	1063	660
617	1064	658
618	1065	656
619	1067	654
620	1068	652
621	1070	650
622	1072	648
623	1073	646
624	1075	645
625	1076	643
626	1078	641
627	1079	639
628	1081	637
629	1082	635
630	1083	633
631	1085	631
632	1087	630
633	1089	628
634	1090	627
635	1092	625
636	1093	623
637	1094	621
638	1095	619
639	1096	617
640	1098	615
641	1099	613
642	1100	611
643	1101	609
644	1103	607
645	1104	605
646	1105	603
647	1107	601
648	1108	599
649	1109	597
650	1110	595
651	1111	593
652	1113	591
653	1114	589
654	1115	587
655	1116	585
656	1117	583
657	1119	581
658	1120	580
659	1122	578
660	1123	576
661	1124	574
662	1125	572
663	1127	570
664	1128	568
665	1129	566
666	1131	564
667	1132	562
668	1133	560
669	1135	559
670	1136	557
671	1137	555
672	1138	553
673	1140	551
674	1142	549
675	1143	548
676	1145	546
677	1146	544
678	1148	542
679	1150	541
680	1151	539
681	1153	537
682	1155	536
683	1157	534
684	1158	532
685	1160	531
686	1161	529
687	1162	527
688	1168	527
689	1169	525
690	1170	523
691	1172	521
692	1173	519
693	1174	517
694	1175	515
695	1176	514
696	1178	512
697	1179	510
698	1181	508
699	1182	506
700	1184	505
701	1185	503
702	1186	501
703	1187	499
704	1188	497
705	1190	495
706	1191	493
707	1192	491
708	1193	490
709	1195	488
710	1196	486
711	1197	484
712	1199	482
713	1200	480
714	1201	479
715	1203	477
716	1204	475
717	1205	473
718	1206	471
719	1207	469
720	1209	468
721	1210	466
722	1212	464
723	1213	462
724	1214	460
725	1215	458
726	1217	457
727	1218	455
728	1219	453
729	1220	451
730	1222	449
731	1223	448
732	1225	446
733	1226	444
734	1227	442
735	1228	440
736	1229	438
737	1231	437
738	1232	435
739	1233	433
740	1234	431
741	1235	429
742	1237	428
743	1238	426
744	1240	424
745	1241	422
746	1242	420
747	1243	418
748	1244	417
749	1245	415
750	1247	413
751	1248	411
752	1249	409
753	1251	408
754	1252	406
755	1254	404
756	1255	403
757	1256	401
758	1258	399
759	1259	397
760	1260	395
761	1262	394
762	1263	392
763	1264	390
764	1265	388
765	1267	387
766	1268	385
767	1270	383
768	1271	381
769	1272	380
770	1273	378
771	1274	376
772	1275	374
773	1277	373
774	1279	371
775	1280	369
776	1282	368
777	1283	366
778	1285	364
779	1286	362
780	1287	361
781	1288	359
782	1289	357
783	1291	355
784	1292	354
785	1293	352
786	1295	350
787	1296	348
788	1298	347
789	1299	345
790	1300	343
791	1301	341
792	1303	340
793	1304	338
794	1305	336
795	1306	334
796	1308	333
797	1309	331
798	1310	329
799	1312	328
800	1313	326
801	1314	324
802	1315	322
803	1317	321
804	1318	319
805	1319	317
806	1320	315
807	1322	314
808	1323	312
809	1324	310
810	1326	309
811	1327	307
812	1328	305
813	1330	303
814	1331	302
815	1332	300
816	1334	298
817	1335	297
818	1336	295
819	1337	293
820	1338	291
821	1340	290
822	1341	288
823	1343	286
824	1344	285
825	1346	283
826	1347	281
827	1348	280
828	1350	278
829	1351	276
830	1352	275
831	1353	273
832	1355	271
833	1356	270
834	1358	268
835	1359	266
836	1360	264
837	1362	263
838	1363	261
839	1364	259
840	1365	258
841	1366	256
842	1367	254
843	1369	253
844	1370	251
845	1372	249
846	1373	248
847	1375	246
848	1376	244
849	1377	243
850	1378	241
851	1380	239
852	1381	238
853	1382	236
854	1384	234
855	1386	233
856	1387	231
857	1388	229
858	1389	228
859	1390	226
860	1392	224
861	1393	223
862	1394	221
863	1395	219
864	1396	217
865	1398	216
866	1399	214
867	1401	213
868	1402	211
869	1404	209
870	1405	208
871	1407	206
872	1408	204
873	1409	203
874	1410	201
875	1411	199
876	1413	198
877	1414	196
878	1416	194
879	1417	193
880	1418	191
881	1420	190
882	1421	188
883	1422	186
884	1423	185
885	1425	183
886	1426	181
887	1427	180
888	1429	178
889	1431	176
890	1432	175
891	1433	173
892	1434	171
893	1436	170
894	1437	168
895	1438	166
896	1439	165
897	1440	163
898	1442	162
899	1443	160
900	1445	158
901	1446	157
902	1447	155
903	1449	153
904	1450	152
905	1451	150
906	1452	148
907	1454	147
908	1455	145
909	1456	144
910	1458	142
911	1459	140
912	1461	139
913	1462	137
914	1463	135
915	1464	134
916	1465	132
917	1467	131
918	1468	129
919	1469	127
920	1470	126
921	1472	124
922	1473	122
923	1474	121
924	1475	119
925	1477	118
926	1478	116
927	1479	114
928	1480	113
929	1482	111
930	1483	109
931	1484	108
932	1486	106
933	1487	105
934	1489	103
935	1490	101
936	1492	100
937	1493	98
938	1494	97
939	1496	95
940	1497	93
941	1498	92
942	1499	90
943	1501	89
944	1502	87
945	1504	85
946	1505	84
947	1506	82
948	1507	81
949	1508	79
950	1510	77
951	1511	76
952	1512	74
953	1514	73
954	1515	71
955	1517	69
956	1518	68
957	1520	66
958	1521	65
959	1522	63
960	1524	61
961	1526	60
962	1528	58
963	1529	57
964	1531	55
965	1532	53
966	1533	52
967	1534	50
968	1536	49
969	1537	47
970	1539	45
971	1540	44
972	1541	42
973	1542	41
974	1543	39
975	1545	37
976	1546	36
977	1548	34
978	1549	33
979	1550	31
980	1552	30
981	1553	28
982	1554	26
983	1555	25
984	1556	23
985	1558	22
986	1559	20
987	1560	18
988	1562	17
989	1563	15
990	1565	14
991	1566	12
992	1567	11
993	1568	9
994	1569	7
995	1571	6
996	1572	4
997	1573	3
998	1574	1
999	1576	0
